solver,grid_size,sudoku_number,evaluations,backtracks,time_taken,status
DPLL,4x4,12,1,0,0.0012841224670410156,SATISFIABLE
DPLL,4x4,13,1,0,0.0013670921325683594,SATISFIABLE
DPLL,4x4,14,1,0,0.0012929439544677734,SATISFIABLE
DPLL,4x4,15,1,0,0.0011930465698242188,SATISFIABLE
DPLL,4x4,16,1,0,0.0012879371643066406,SATISFIABLE
DPLL,4x4,17,1,0,0.0012850761413574219,SATISFIABLE
DPLL,4x4,18,1,0,0.00131988525390625,SATISFIABLE
DPLL,4x4,19,1,0,0.0012230873107910156,SATISFIABLE
DPLL,4x4,2,1,0,0.0014519691467285156,SATISFIABLE
DPLL,4x4,20,1,0,0.001219034194946289,SATISFIABLE
DPLL,4x4,21,1,0,0.0014181137084960938,SATISFIABLE
DPLL,4x4,22,1,0,0.0012359619140625,SATISFIABLE
DPLL,4x4,23,1,0,0.0012187957763671875,SATISFIABLE
DPLL,4x4,24,1,0,0.0012798309326171875,SATISFIABLE
DPLL,4x4,25,1,0,0.0031158924102783203,SATISFIABLE
DPLL,4x4,26,1,0,0.001252889633178711,SATISFIABLE
DPLL,4x4,27,1,0,0.001486063003540039,SATISFIABLE
DPLL,4x4,28,1,0,0.001310110092163086,SATISFIABLE
DPLL,4x4,29,1,0,0.0012319087982177734,SATISFIABLE
DPLL,4x4,3,1,0,0.0012726783752441406,SATISFIABLE
DPLL,4x4,30,1,0,0.0011258125305175781,SATISFIABLE
DPLL,4x4,31,1,0,0.0013000965118408203,SATISFIABLE
DPLL,4x4,32,1,0,0.0032160282135009766,SATISFIABLE
DPLL,4x4,33,1,0,0.0012857913970947266,SATISFIABLE
DPLL,4x4,34,1,0,0.00131988525390625,SATISFIABLE
DPLL,4x4,35,1,0,0.0012769699096679688,SATISFIABLE
DPLL,4x4,36,1,0,0.0033130645751953125,SATISFIABLE
DPLL,4x4,37,1,0,0.0013117790222167969,SATISFIABLE
DPLL,4x4,38,1,0,0.0012581348419189453,SATISFIABLE
DPLL,4x4,39,1,0,0.0013129711151123047,SATISFIABLE
DPLL,4x4,4,1,0,0.0012090206146240234,SATISFIABLE
DPLL,4x4,40,1,0,0.0014088153839111328,SATISFIABLE
DPLL,4x4,41,1,0,0.0012862682342529297,SATISFIABLE
DPLL,4x4,42,1,0,0.0013518333435058594,SATISFIABLE
DPLL,4x4,43,1,0,0.0012927055358886719,SATISFIABLE
DPLL,4x4,44,1,0,0.0013871192932128906,SATISFIABLE
DPLL,4x4,45,1,0,0.001222848892211914,SATISFIABLE
DPLL,4x4,46,1,0,0.001374959945678711,SATISFIABLE
DPLL,4x4,47,1,0,0.0012891292572021484,SATISFIABLE
DPLL,4x4,48,1,0,0.0012600421905517578,SATISFIABLE
DPLL,4x4,49,1,0,0.0013120174407958984,SATISFIABLE
DPLL,4x4,5,1,0,0.0013141632080078125,SATISFIABLE
DPLL,4x4,50,1,0,0.0015270709991455078,SATISFIABLE
DPLL,4x4,51,1,0,0.0011289119720458984,SATISFIABLE
DPLL,4x4,52,1,0,0.001332998275756836,SATISFIABLE
DPLL,4x4,53,1,0,0.0031042098999023438,SATISFIABLE
DPLL,4x4,54,1,0,0.0011489391326904297,SATISFIABLE
DPLL,4x4,55,1,0,0.0013492107391357422,SATISFIABLE
DPLL,4x4,56,1,0,0.0033071041107177734,SATISFIABLE
DPLL,4x4,57,1,0,0.0013308525085449219,SATISFIABLE
DPLL,4x4,58,1,0,0.0013470649719238281,SATISFIABLE
DPLL,4x4,59,1,0,0.001316070556640625,SATISFIABLE
DPLL,4x4,6,1,0,0.001222848892211914,SATISFIABLE
DPLL,4x4,60,1,0,0.0012972354888916016,SATISFIABLE
DPLL,4x4,61,1,0,0.0035610198974609375,SATISFIABLE
DPLL,4x4,62,1,0,0.0014557838439941406,SATISFIABLE
DPLL,4x4,63,1,0,0.0013260841369628906,SATISFIABLE
DPLL,4x4,64,1,0,0.0012080669403076172,SATISFIABLE
DPLL,4x4,65,1,0,0.0014159679412841797,SATISFIABLE
DPLL,4x4,66,1,0,0.001956939697265625,SATISFIABLE
